time,temperature_2m,relative_humidity_2m,precipitation,rain,weather_code,cloud_cover,wind_speed_10m,wind_gusts_10m
2012-05-07 04:00:00,12.5,81,0.0,0.0,0,18,6.0,14.8
2012-05-07 05:00:00,12.3,79,0.0,0.0,0,12,6.6,15.8
2012-05-07 06:00:00,12.1,76,0.0,0.0,0,6,7.7,16.9
2012-05-07 07:00:00,13.0,70,0.0,0.0,0,1,9.3,19.4
2012-05-07 08:00:00,17.2,52,0.0,0.0,0,0,6.6,20.5
2012-05-07 09:00:00,20.5,38,0.0,0.0,0,0,3.3,18.4
2012-05-07 10:00:00,23.6,30,0.0,0.0,0,0,4.2,22.0
2012-05-07 11:00:00,26.1,26,0.0,0.0,0,0,3.6,29.2
2012-05-07 12:00:00,26.8,21,0.0,0.0,0,0,1.1,31.0
2012-05-07 13:00:00,27.9,22,0.0,0.0,0,0,3.2,31.3
2012-05-07 14:00:00,28.2,24,0.0,0.0,0,0,7.6,31.3
2012-05-07 15:00:00,27.9,28,0.0,0.0,0,0,9.3,31.3
2012-05-07 16:00:00,27.3,29,0.0,0.0,0,3,12.0,37.1
2012-05-07 17:00:00,26.5,29,0.0,0.0,0,2,13.0,41.0
2012-05-07 18:00:00,25.4,30,0.0,0.0,0,0,10.5,38.2
2012-05-07 19:00:00,23.3,37,0.0,0.0,0,0,6.4,31.3
2012-05-07 20:00:00,21.1,45,0.0,0.0,0,0,4.6,15.5
2012-05-07 21:00:00,19.6,52,0.0,0.0,0,0,2.3,10.4
2012-05-07 22:00:00,18.4,58,0.0,0.0,0,0,4.6,13.7
2012-05-07 23:00:00,17.4,61,0.0,0.0,0,0,5.1,14.0
2012-05-08 00:00:00,16.4,64,0.0,0.0,0,0,4.8,18.0
2012-05-08 01:00:00,15.4,67,0.0,0.0,0,0,4.1,16.2
2012-05-08 02:00:00,14.2,69,0.0,0.0,0,0,5.0,16.9
2012-05-08 03:00:00,13.2,68,0.0,0.0,0,0,7.7,19.4
2012-05-08 04:00:00,12.5,67,0.0,0.0,0,0,7.6,20.2
2012-05-08 05:00:00,11.9,66,0.0,0.0,0,0,7.6,20.5
2012-05-08 06:00:00,11.4,64,0.0,0.0,0,0,7.9,20.9
2012-05-08 07:00:00,12.7,59,0.0,0.0,0,0,9.6,22.7
2012-05-08 08:00:00,18.5,40,0.0,0.0,0,0,6.8,23.4
2012-05-08 09:00:00,23.9,23,0.0,0.0,0,0,6.2,22.7
2012-05-08 10:00:00,27.4,15,0.0,0.0,0,0,9.0,31.7
2012-05-08 11:00:00,30.1,10,0.0,0.0,0,0,8.2,37.4
2012-05-08 12:00:00,30.5,12,0.0,0.0,0,0,7.3,35.3
2012-05-08 13:00:00,31.9,10,0.0,0.0,0,0,6.8,35.3
2012-05-08 14:00:00,32.8,8,0.0,0.0,0,0,6.7,34.6
2012-05-08 15:00:00,33.4,7,0.0,0.0,0,0,2.7,35.6
2012-05-08 16:00:00,33.4,7,0.0,0.0,0,0,1.8,37.4
2012-05-08 17:00:00,32.7,9,0.0,0.0,0,0,2.2,38.9
2012-05-08 18:00:00,31.4,11,0.0,0.0,0,0,3.6,34.6
2012-05-08 19:00:00,29.3,15,0.0,0.0,0,0,4.8,27.4
2012-05-08 20:00:00,26.3,20,0.0,0.0,0,0,2.6,18.7
2012-05-08 21:00:00,24.7,23,0.0,0.0,0,0,4.8,15.8
2012-05-08 22:00:00,22.9,28,0.0,0.0,0,0,7.7,16.6
2012-05-08 23:00:00,20.6,35,0.0,0.0,0,0,7.1,17.6
2012-05-09 00:00:00,18.6,51,0.0,0.0,0,1,5.7,17.3
2012-05-09 01:00:00,17.5,52,0.0,0.0,0,2,5.2,14.8
2012-05-09 02:00:00,16.1,54,0.0,0.0,0,0,5.2,16.2
2012-05-09 03:00:00,15.0,55,0.0,0.0,0,1,7.8,16.9
2012-05-09 04:00:00,14.3,54,0.0,0.0,0,0,7.1,17.3
2012-05-09 05:00:00,13.8,54,0.0,0.0,0,0,6.3,17.3
2012-05-09 06:00:00,13.3,52,0.0,0.0,0,0,6.3,17.3
2012-05-09 07:00:00,14.7,49,0.0,0.0,0,0,8.0,18.0
2012-05-09 08:00:00,20.6,35,0.0,0.0,0,0,6.5,18.4
2012-05-09 09:00:00,25.4,19,0.0,0.0,0,0,2.6,15.8
2012-05-09 10:00:00,28.1,17,0.0,0.0,0,0,2.9,17.3
2012-05-09 11:00:00,30.3,16,0.0,0.0,0,0,4.7,22.0
2012-05-09 12:00:00,30.8,18,0.0,0.0,0,0,7.2,25.9
2012-05-09 13:00:00,31.6,19,0.0,0.0,0,0,10.2,30.6
2012-05-09 14:00:00,31.7,21,0.0,0.0,0,0,12.5,35.3
2012-05-09 15:00:00,31.4,22,0.0,0.0,0,0,12.0,38.9
2012-05-09 16:00:00,31.1,22,0.0,0.0,0,0,13.6,41.0
2012-05-09 17:00:00,30.4,22,0.0,0.0,0,0,13.4,40.3
2012-05-09 18:00:00,28.4,25,0.0,0.0,0,0,11.5,37.8
2012-05-09 19:00:00,25.9,32,0.0,0.0,0,0,6.3,30.6
2012-05-09 20:00:00,23.2,42,0.0,0.0,0,0,4.3,18.4
2012-05-09 21:00:00,21.3,50,0.0,0.0,0,0,3.8,14.4
2012-05-09 22:00:00,19.8,56,0.0,0.0,0,0,5.4,14.0
2012-05-09 23:00:00,18.8,61,0.0,0.0,0,0,4.9,13.7
2012-05-10 00:00:00,17.0,68,0.0,0.0,0,0,3.8,13.0
2012-05-10 01:00:00,16.5,71,0.0,0.0,0,0,3.3,10.1
2012-05-10 02:00:00,15.8,75,0.0,0.0,0,0,3.6,10.4
2012-05-10 03:00:00,15.1,78,0.0,0.0,0,1,5.2,10.8
2012-05-10 04:00:00,14.4,81,0.0,0.0,0,2,5.2,11.2
2012-05-10 05:00:00,14.0,83,0.0,0.0,0,4,4.7,10.8
2012-05-10 06:00:00,13.9,82,0.0,0.0,0,3,4.7,11.2
2012-05-10 07:00:00,15.2,76,0.0,0.0,0,3,4.3,11.2
2012-05-10 08:00:00,17.6,67,0.0,0.0,0,2,3.4,13.7
2012-05-10 09:00:00,20.1,58,0.0,0.0,0,1,5.9,19.4
2012-05-10 10:00:00,22.3,47,0.0,0.0,0,0,8.0,24.5
2012-05-10 11:00:00,24.0,40,0.0,0.0,0,0,8.7,28.8
2012-05-10 12:00:00,23.9,39,0.0,0.0,0,1,10.1,29.9
2012-05-10 13:00:00,24.8,37,0.0,0.0,0,0,12.7,33.5
2012-05-10 14:00:00,24.9,37,0.0,0.0,0,0,14.1,37.8
2012-05-10 15:00:00,24.1,38,0.0,0.0,0,0,9.6,40.0
2012-05-10 16:00:00,23.5,39,0.0,0.0,0,0,9.6,36.0
2012-05-10 17:00:00,22.8,40,0.0,0.0,0,0,9.5,31.0
2012-05-10 18:00:00,21.4,44,0.0,0.0,0,0,9.2,28.1
2012-05-10 19:00:00,19.2,51,0.0,0.0,0,0,7.8,25.6
2012-05-10 20:00:00,16.9,60,0.0,0.0,0,0,5.2,20.9
2012-05-10 21:00:00,15.5,66,0.0,0.0,0,0,3.7,13.3
2012-05-10 22:00:00,14.5,71,0.0,0.0,0,0,2.6,9.4
2012-05-10 23:00:00,13.8,75,0.0,0.0,0,0,3.3,8.3
2012-05-11 00:00:00,13.1,79,0.0,0.0,0,0,2.3,9.4
2012-05-11 01:00:00,12.5,81,0.0,0.0,0,2,1.9,7.9
2012-05-11 02:00:00,12.0,84,0.0,0.0,0,1,1.8,8.3
2012-05-11 03:00:00,11.5,88,0.0,0.0,0,1,1.1,8.3
2012-05-11 04:00:00,11.1,90,0.0,0.0,0,4,3.0,8.3
2012-05-11 05:00:00,10.8,91,0.0,0.0,0,7,2.6,8.6
2012-05-11 06:00:00,10.3,93,0.0,0.0,0,8,2.7,9.7
2012-05-11 07:00:00,11.7,86,0.0,0.0,0,12,2.5,10.4
2012-05-11 08:00:00,14.0,75,0.0,0.0,0,14,2.5,11.5
2012-05-11 09:00:00,16.3,65,0.0,0.0,0,9,4.3,15.8
2012-05-11 10:00:00,18.5,56,0.0,0.0,0,6,5.5,19.8
2012-05-11 11:00:00,20.7,48,0.0,0.0,0,2,7.6,24.5
2012-05-11 12:00:00,21.4,47,0.0,0.0,0,0,9.6,29.2
2012-05-11 13:00:00,22.5,44,0.0,0.0,0,0,10.7,31.0
2012-05-11 14:00:00,23.2,42,0.0,0.0,0,0,11.6,32.0
2012-05-11 15:00:00,23.5,41,0.0,0.0,0,0,8.8,32.4
2012-05-11 16:00:00,23.2,41,0.0,0.0,0,5,9.3,32.4
2012-05-11 17:00:00,22.1,43,0.0,0.0,0,0,10.1,31.7
2012-05-11 18:00:00,20.5,47,0.0,0.0,0,0,9.0,30.6
2012-05-11 19:00:00,19.0,52,0.0,0.0,0,1,7.2,24.8
2012-05-11 20:00:00,17.4,59,0.0,0.0,0,14,4.3,16.6
2012-05-11 21:00:00,16.2,64,0.0,0.0,1,38,3.0,9.4
2012-05-11 22:00:00,15.1,70,0.0,0.0,2,65,2.5,7.9
2012-05-11 23:00:00,14.2,75,0.0,0.0,1,39,1.8,7.6
2012-05-12 00:00:00,13.3,78,0.0,0.0,0,2,1.0,8.6
2012-05-12 01:00:00,13.0,80,0.0,0.0,0,0,1.4,7.2
2012-05-12 02:00:00,12.5,83,0.0,0.0,0,16,3.2,8.3
2012-05-12 03:00:00,12.1,86,0.0,0.0,2,69,3.8,9.4
2012-05-12 04:00:00,11.8,86,0.0,0.0,2,61,3.4,9.4
2012-05-12 05:00:00,11.6,87,0.0,0.0,2,50,4.3,9.7
2012-05-12 06:00:00,11.3,87,0.0,0.0,2,65,3.9,9.7
2012-05-12 07:00:00,12.8,80,0.0,0.0,2,70,2.4,9.7
2012-05-12 08:00:00,15.9,64,0.0,0.0,2,55,2.9,10.4
2012-05-12 09:00:00,18.0,56,0.0,0.0,1,25,4.3,15.8
2012-05-12 10:00:00,20.5,47,0.0,0.0,1,48,5.3,19.4
2012-05-12 11:00:00,22.9,39,0.0,0.0,3,85,6.6,23.0
2012-05-12 12:00:00,23.9,38,0.0,0.0,3,81,8.4,26.6
2012-05-12 13:00:00,24.7,36,0.0,0.0,2,75,9.9,29.2
2012-05-12 14:00:00,25.4,35,0.0,0.0,3,82,11.4,31.3
2012-05-12 15:00:00,25.3,35,0.0,0.0,2,52,10.1,32.0
2012-05-12 16:00:00,24.9,35,0.0,0.0,2,64,10.7,32.4
2012-05-12 17:00:00,24.3,36,0.0,0.0,1,34,8.9,30.6
2012-05-12 18:00:00,23.2,39,0.0,0.0,0,9,7.4,26.3
2012-05-12 19:00:00,21.4,45,0.0,0.0,0,0,6.6,22.0
2012-05-12 20:00:00,19.3,53,0.0,0.0,0,1,4.5,16.2
2012-05-12 21:00:00,17.6,61,0.0,0.0,0,0,3.0,9.0
2012-05-12 22:00:00,16.5,67,0.0,0.0,0,0,1.9,8.3
2012-05-12 23:00:00,15.7,70,0.0,0.0,0,0,2.6,7.6
2012-05-13 00:00:00,14.5,73,0.0,0.0,0,0,2.5,9.4
2012-05-13 01:00:00,13.8,79,0.0,0.0,0,0,2.5,7.2
2012-05-13 02:00:00,13.1,81,0.0,0.0,0,0,3.4,7.6
2012-05-13 03:00:00,12.5,81,0.0,0.0,0,0,5.1,8.3
2012-05-13 04:00:00,12.2,81,0.0,0.0,0,0,4.1,8.3
2012-05-13 05:00:00,12.1,81,0.0,0.0,0,0,3.9,7.9
2012-05-13 06:00:00,11.9,80,0.0,0.0,0,0,2.3,9.4
2012-05-13 07:00:00,13.4,74,0.0,0.0,0,1,1.8,9.7
2012-05-13 08:00:00,17.1,59,0.0,0.0,0,0,2.5,11.2
2012-05-13 09:00:00,19.6,51,0.0,0.0,0,0,4.7,16.2
2012-05-13 10:00:00,21.9,45,0.0,0.0,0,1,6.1,21.6
2012-05-13 11:00:00,24.1,39,0.0,0.0,0,0,6.3,25.9
2012-05-13 12:00:00,24.8,36,0.0,0.0,0,2,8.2,25.6
2012-05-13 13:00:00,26.3,32,0.0,0.0,0,10,9.9,29.9
2012-05-13 14:00:00,27.0,31,0.0,0.0,0,15,10.7,31.7
2012-05-13 15:00:00,27.1,31,0.0,0.0,0,5,8.4,31.7
2012-05-13 16:00:00,26.4,33,0.0,0.0,0,0,10.1,31.3
2012-05-13 17:00:00,25.5,35,0.0,0.0,0,0,10.0,30.6
2012-05-13 18:00:00,24.0,39,0.0,0.0,0,0,8.4,28.4
2012-05-13 19:00:00,22.0,46,0.0,0.0,0,0,5.7,23.8
2012-05-13 20:00:00,19.8,54,0.0,0.0,0,0,4.1,17.3
2012-05-13 21:00:00,17.9,62,0.0,0.0,0,0,2.5,10.4
2012-05-13 22:00:00,16.7,68,0.0,0.0,0,0,2.3,9.4
2012-05-13 23:00:00,16.0,71,0.0,0.0,0,0,3.2,8.6
2012-05-14 00:00:00,15.2,74,0.0,0.0,0,0,2.9,9.7
2012-05-14 01:00:00,14.7,77,0.0,0.0,0,0,2.2,7.6
2012-05-14 02:00:00,14.0,79,0.0,0.0,0,0,2.7,7.2
2012-05-14 03:00:00,13.4,80,0.0,0.0,0,0,4.8,8.6
2012-05-14 04:00:00,13.3,78,0.0,0.0,0,2,3.7,9.0
2012-05-14 05:00:00,13.4,75,0.0,0.0,0,3,4.0,8.6
2012-05-14 06:00:00,13.5,72,0.0,0.0,0,4,4.5,7.6
2012-05-14 07:00:00,14.2,69,0.0,0.0,0,5,3.8,6.8
2012-05-14 08:00:00,17.3,56,0.0,0.0,0,10,2.4,9.7
2012-05-14 09:00:00,20.0,47,0.0,0.0,0,7,3.6,14.8
2012-05-14 10:00:00,22.4,39,0.0,0.0,0,6,5.1,20.5
2012-05-14 11:00:00,24.4,34,0.0,0.0,0,1,7.1,25.2
2012-05-14 12:00:00,25.6,29,0.0,0.0,0,0,9.3,29.2
2012-05-14 13:00:00,27.0,26,0.0,0.0,0,0,11.5,33.1
2012-05-14 14:00:00,27.4,25,0.0,0.0,0,0,12.9,36.7
2012-05-14 15:00:00,27.4,25,0.0,0.0,0,0,12.3,37.8
2012-05-14 16:00:00,26.8,25,0.0,0.0,0,0,12.1,37.8
2012-05-14 17:00:00,25.8,26,0.0,0.0,0,0,11.1,36.7
2012-05-14 18:00:00,24.4,29,0.0,0.0,0,0,9.9,34.2
2012-05-14 19:00:00,22.3,35,0.0,0.0,0,0,7.5,26.6
2012-05-14 20:00:00,19.9,45,0.0,0.0,0,0,4.8,19.8
2012-05-14 21:00:00,17.9,54,0.0,0.0,0,0,3.1,12.2
2012-05-14 22:00:00,16.5,61,0.0,0.0,0,0,4.0,11.2
2012-05-14 23:00:00,15.3,68,0.0,0.0,0,0,4.3,11.2
2012-05-15 00:00:00,15.1,65,0.0,0.0,0,0,4.2,11.5
2012-05-15 01:00:00,14.1,70,0.0,0.0,0,0,4.3,10.1
2012-05-15 02:00:00,13.2,75,0.0,0.0,0,0,4.0,9.7
2012-05-15 03:00:00,12.5,77,0.0,0.0,0,1,3.4,9.4
2012-05-15 04:00:00,12.0,78,0.0,0.0,0,0,3.5,9.0
2012-05-15 05:00:00,11.6,77,0.0,0.0,0,0,4.3,8.6
2012-05-15 06:00:00,11.4,76,0.0,0.0,0,0,4.8,9.0
2012-05-15 07:00:00,12.6,71,0.0,0.0,0,0,5.5,9.4
2012-05-15 08:00:00,16.1,55,0.0,0.0,0,0,1.5,11.9
2012-05-15 09:00:00,18.3,48,0.0,0.0,0,0,2.6,15.1
2012-05-15 10:00:00,20.9,40,0.0,0.0,0,0,4.6,19.1
2012-05-15 11:00:00,23.3,33,0.0,0.0,0,0,6.0,23.8
2012-05-15 12:00:00,24.2,34,0.0,0.0,0,0,7.2,26.6
2012-05-15 13:00:00,25.7,31,0.0,0.0,0,0,8.2,28.4
2012-05-15 14:00:00,26.7,29,0.0,0.0,0,0,9.7,30.6
2012-05-15 15:00:00,27.0,29,0.0,0.0,0,0,8.0,33.1
2012-05-15 16:00:00,26.5,30,0.0,0.0,0,0,8.7,33.8
2012-05-15 17:00:00,26.0,30,0.0,0.0,0,0,8.6,33.1
2012-05-15 18:00:00,25.0,32,0.0,0.0,0,0,8.7,29.9
2012-05-15 19:00:00,23.4,36,0.0,0.0,0,0,7.2,25.2
2012-05-15 20:00:00,21.4,43,0.0,0.0,0,0,4.2,17.3
2012-05-15 21:00:00,20.1,48,0.0,0.0,0,0,2.6,15.1
2012-05-15 22:00:00,19.4,50,0.0,0.0,0,0,4.2,16.6
2012-05-15 23:00:00,18.6,52,0.0,0.0,0,0,4.6,16.9
2012-05-16 00:00:00,16.8,62,0.0,0.0,0,0,4.6,15.1
2012-05-16 01:00:00,15.9,66,0.0,0.0,0,0,4.4,13.3
2012-05-16 02:00:00,15.2,67,0.0,0.0,0,0,4.0,11.9
2012-05-16 03:00:00,14.6,66,0.0,0.0,0,0,4.3,11.2
2012-05-16 04:00:00,14.1,64,0.0,0.0,0,0,3.9,12.2
2012-05-16 05:00:00,13.7,62,0.0,0.0,0,0,4.3,13.3
2012-05-16 06:00:00,13.1,61,0.0,0.0,0,0,5.1,14.8
2012-05-16 07:00:00,14.3,58,0.0,0.0,0,0,6.6,17.3
2012-05-16 08:00:00,20.0,39,0.0,0.0,0,0,2.8,18.0
2012-05-16 09:00:00,23.4,29,0.0,0.0,0,0,1.3,14.8
2012-05-16 10:00:00,26.1,25,0.0,0.0,0,0,4.4,16.9
2012-05-16 11:00:00,28.5,22,0.0,0.0,0,0,6.1,20.5
2012-05-16 12:00:00,28.8,25,0.0,0.0,0,0,7.4,24.8
2012-05-16 13:00:00,30.3,24,0.0,0.0,0,0,9.2,28.1
2012-05-16 14:00:00,31.1,24,0.0,0.0,0,0,11.2,31.3
2012-05-16 15:00:00,31.1,26,0.0,0.0,0,0,7.9,33.5
2012-05-16 16:00:00,30.6,27,0.0,0.0,0,0,8.9,33.8
2012-05-16 17:00:00,29.9,30,0.0,0.0,0,0,8.7,32.4
2012-05-16 18:00:00,28.5,33,0.0,0.0,0,0,8.4,29.2
2012-05-16 19:00:00,26.6,39,0.0,0.0,0,0,6.1,23.4
2012-05-16 20:00:00,24.5,45,0.0,0.0,0,0,2.8,14.4
2012-05-16 21:00:00,23.4,48,0.0,0.0,0,0,2.8,14.4
2012-05-16 22:00:00,22.6,50,0.0,0.0,0,0,3.9,14.8
2012-05-16 23:00:00,22.0,50,0.0,0.0,0,0,3.3,15.1
2012-05-17 00:00:00,19.1,64,0.0,0.0,0,0,3.7,14.0
2012-05-17 01:00:00,19.1,60,0.0,0.0,0,0,3.3,13.7
2012-05-17 02:00:00,18.6,60,0.0,0.0,0,0,3.2,13.3
2012-05-17 03:00:00,18.2,61,0.0,0.0,0,0,3.3,13.7
2012-05-17 04:00:00,17.2,63,0.0,0.0,0,0,3.7,13.3
2012-05-17 05:00:00,17.8,59,0.0,0.0,0,1,3.3,11.9
2012-05-17 06:00:00,17.6,58,0.0,0.0,0,7,4.3,11.5
2012-05-17 07:00:00,17.7,58,0.0,0.0,2,62,3.4,11.2
2012-05-17 08:00:00,19.9,51,0.0,0.0,1,40,3.3,11.9
2012-05-17 09:00:00,22.5,41,0.0,0.0,0,6,4.8,14.8
2012-05-17 10:00:00,24.9,35,0.0,0.0,0,5,7.1,20.9
2012-05-17 11:00:00,26.4,34,0.0,0.0,0,1,8.7,27.7
2012-05-17 12:00:00,25.9,35,0.0,0.0,1,30,10.2,29.2
2012-05-17 13:00:00,26.6,35,0.0,0.0,1,46,12.6,33.5
2012-05-17 14:00:00,26.8,36,0.0,0.0,1,36,13.6,38.5
2012-05-17 15:00:00,26.5,37,0.0,0.0,0,3,10.7,41.4
2012-05-17 16:00:00,25.7,39,0.0,0.0,0,10,12.5,41.8
2012-05-17 17:00:00,24.7,42,0.0,0.0,1,37,10.9,36.7
2012-05-17 18:00:00,23.3,46,0.0,0.0,2,54,9.3,32.4
2012-05-17 19:00:00,21.1,54,0.0,0.0,0,18,8.7,29.2
2012-05-17 20:00:00,19.0,63,0.0,0.0,0,10,6.5,24.8
2012-05-17 21:00:00,17.5,70,0.0,0.0,2,69,6.0,17.6
2012-05-17 22:00:00,16.4,76,0.0,0.0,0,9,6.0,15.1
2012-05-17 23:00:00,15.4,82,0.0,0.0,0,6,5.1,13.3
2012-05-18 00:00:00,13.6,87,0.0,0.0,0,9,4.6,15.8
2012-05-18 01:00:00,13.2,89,0.0,0.0,0,8,4.1,15.5
2012-05-18 02:00:00,13.0,89,0.0,0.0,1,26,4.4,15.1
2012-05-18 03:00:00,12.9,90,0.0,0.0,1,22,4.1,14.4
2012-05-18 04:00:00,12.6,91,0.0,0.0,2,59,3.3,11.9
2012-05-18 05:00:00,12.1,94,0.0,0.0,2,67,2.9,10.1
2012-05-18 06:00:00,11.9,95,0.0,0.0,2,61,3.4,9.4
2012-05-18 07:00:00,12.6,90,0.0,0.0,2,63,2.2,10.1
2012-05-18 08:00:00,14.0,81,0.0,0.0,2,61,2.3,13.0
2012-05-18 09:00:00,16.0,68,0.0,0.0,1,35,4.3,17.6
2012-05-18 10:00:00,18.4,56,0.0,0.0,0,8,6.0,22.7
2012-05-18 11:00:00,20.5,48,0.0,0.0,0,1,7.7,25.9
2012-05-18 12:00:00,22.1,43,0.0,0.0,0,0,8.7,28.4
2012-05-18 13:00:00,23.4,40,0.0,0.0,0,0,10.2,33.5
2012-05-18 14:00:00,24.2,37,0.0,0.0,0,0,12.1,34.9
2012-05-18 15:00:00,24.1,38,0.0,0.0,0,1,8.7,38.2
2012-05-18 16:00:00,23.6,39,0.0,0.0,0,0,8.2,38.2
2012-05-18 17:00:00,23.1,39,0.0,0.0,0,0,7.9,34.2
2012-05-18 18:00:00,22.1,42,0.0,0.0,0,0,8.2,31.0
2012-05-18 19:00:00,20.3,48,0.0,0.0,0,0,8.7,26.3
2012-05-18 20:00:00,18.6,55,0.0,0.0,0,0,6.0,18.4
2012-05-18 21:00:00,17.2,61,0.0,0.0,0,0,4.7,10.1
2012-05-18 22:00:00,16.0,67,0.0,0.0,0,0,3.2,10.8
2012-05-18 23:00:00,15.1,73,0.0,0.0,0,0,3.1,11.9
2012-05-19 00:00:00,13.9,83,0.0,0.0,0,0,3.6,9.4
2012-05-19 01:00:00,13.6,84,0.0,0.0,0,0,2.2,7.9
2012-05-19 02:00:00,13.5,84,0.0,0.0,0,0,1.3,6.8
2012-05-19 03:00:00,13.3,85,0.0,0.0,1,23,0.8,6.8
2012-05-19 04:00:00,13.3,83,0.0,0.0,0,18,1.1,7.2
2012-05-19 05:00:00,13.0,83,0.0,0.0,0,13,2.5,8.3
2012-05-19 06:00:00,12.8,85,0.0,0.0,0,8,2.9,8.3
2012-05-19 07:00:00,13.6,79,0.0,0.0,0,8,2.2,9.4
2012-05-19 08:00:00,15.9,66,0.0,0.0,0,3,0.8,10.8
2012-05-19 09:00:00,19.0,53,0.0,0.0,0,1,2.3,14.8
2012-05-19 10:00:00,21.8,44,0.0,0.0,0,0,3.9,18.4
2012-05-19 11:00:00,24.0,39,0.0,0.0,0,0,5.4,22.0
2012-05-19 12:00:00,24.6,39,0.0,0.0,0,0,6.9,24.8
2012-05-19 13:00:00,26.1,37,0.0,0.0,0,0,8.7,27.7
2012-05-19 14:00:00,27.1,35,0.0,0.0,0,0,10.7,30.6
2012-05-19 15:00:00,27.5,34,0.0,0.0,0,0,7.4,32.4
2012-05-19 16:00:00,27.3,34,0.0,0.0,0,0,7.9,32.8
2012-05-19 17:00:00,26.7,36,0.0,0.0,0,0,8.7,32.0
2012-05-19 18:00:00,26.0,38,0.0,0.0,0,0,8.7,27.7
2012-05-19 19:00:00,24.2,44,0.0,0.0,0,0,7.4,22.0
2012-05-19 20:00:00,21.8,53,0.0,0.0,0,0,5.1,15.8
2012-05-19 21:00:00,19.8,61,0.0,0.0,0,0,3.9,9.4
2012-05-19 22:00:00,18.5,67,0.0,0.0,0,0,3.7,9.0
2012-05-19 23:00:00,17.5,71,0.0,0.0,0,0,2.7,9.0
2012-05-20 00:00:00,16.2,77,0.0,0.0,0,0,2.2,8.6
2012-05-20 01:00:00,15.8,80,0.0,0.0,0,0,2.1,6.5
2012-05-20 02:00:00,15.4,80,0.0,0.0,0,0,3.6,7.2
2012-05-20 03:00:00,15.0,80,0.0,0.0,0,0,5.4,8.6
2012-05-20 04:00:00,14.7,79,0.0,0.0,0,0,4.7,9.4
2012-05-20 05:00:00,14.4,78,0.0,0.0,0,0,4.9,10.4
2012-05-20 06:00:00,14.2,76,0.0,0.0,0,0,4.9,11.9
2012-05-20 07:00:00,15.5,72,0.0,0.0,0,0,6.2,14.4
2012-05-20 08:00:00,20.7,50,0.0,0.0,0,0,3.1,15.1
2012-05-20 09:00:00,24.2,38,0.0,0.0,0,0,0.0,14.0
2012-05-20 10:00:00,26.8,32,0.0,0.0,0,0,3.1,18.0
2012-05-20 11:00:00,29.0,28,0.0,0.0,0,0,5.4,20.9
2012-05-20 12:00:00,29.5,27,0.0,0.0,0,0,7.4,24.5
2012-05-20 13:00:00,30.8,26,0.0,0.0,0,0,9.2,28.8
2012-05-20 14:00:00,31.7,24,0.0,0.0,0,0,11.2,32.0
2012-05-20 15:00:00,32.2,23,0.0,0.0,0,0,5.9,33.5
2012-05-20 16:00:00,32.2,22,0.0,0.0,0,0,7.6,33.5
2012-05-20 17:00:00,31.3,23,0.0,0.0,0,0,9.2,32.8
2012-05-20 18:00:00,29.8,28,0.0,0.0,0,0,9.4,31.3
2012-05-20 19:00:00,27.7,34,0.0,0.0,0,0,6.8,24.8
2012-05-20 20:00:00,25.1,44,0.0,0.0,0,0,5.1,15.1
2012-05-20 21:00:00,23.1,51,0.0,0.0,0,0,4.2,10.1
2012-05-20 22:00:00,21.5,57,0.0,0.0,0,0,4.3,10.4
2012-05-20 23:00:00,20.5,60,0.0,0.0,0,0,3.7,9.7
2012-05-21 00:00:00,19.6,65,0.0,0.0,0,0,3.9,9.0
2012-05-21 01:00:00,18.7,68,0.0,0.0,0,0,4.0,8.6
2012-05-21 02:00:00,18.6,65,0.0,0.0,0,0,4.4,9.0
2012-05-21 03:00:00,19.5,59,0.0,0.0,0,0,6.4,8.3
2012-05-21 04:00:00,19.4,58,0.0,0.0,0,0,4.4,6.5
2012-05-21 05:00:00,19.3,56,0.0,0.0,0,0,4.7,5.8
2012-05-21 06:00:00,19.1,55,0.0,0.0,0,0,5.1,7.2
2012-05-21 07:00:00,19.1,54,0.0,0.0,0,0,3.8,7.9
2012-05-21 08:00:00,21.9,46,0.0,0.0,0,0,0.8,8.3
2012-05-21 09:00:00,24.7,37,0.0,0.0,0,0,2.2,13.3
2012-05-21 10:00:00,27.3,31,0.0,0.0,0,0,4.0,19.1
2012-05-21 11:00:00,29.3,26,0.0,0.0,0,0,7.1,24.5
2012-05-21 12:00:00,30.4,25,0.0,0.0,0,0,9.6,27.7
2012-05-21 13:00:00,31.4,24,0.0,0.0,0,0,11.7,32.4
2012-05-21 14:00:00,31.8,24,0.0,0.0,0,0,12.6,35.3
2012-05-21 15:00:00,31.7,25,0.0,0.0,0,0,10.5,36.0
2012-05-21 16:00:00,31.2,25,0.0,0.0,0,0,11.8,36.0
2012-05-21 17:00:00,30.4,26,0.0,0.0,0,0,10.6,34.6
2012-05-21 18:00:00,28.8,29,0.0,0.0,0,0,7.8,31.3
2012-05-21 19:00:00,26.8,35,0.0,0.0,0,0,6.0,23.4
2012-05-21 20:00:00,24.3,44,0.0,0.0,0,0,6.0,16.6
2012-05-21 21:00:00,22.5,50,0.0,0.0,0,0,2.8,9.7
2012-05-21 22:00:00,21.3,55,0.0,0.0,0,3,3.8,10.4
2012-05-21 23:00:00,20.3,59,0.0,0.0,0,2,4.2,11.5
2012-05-22 00:00:00,19.4,60,0.0,0.0,0,5,4.6,13.3
